"","mean.dist","mean.spatial.dist","SC.diff.mean","genus.prop.diff.mean","study","mean_Lat","mean_Long","mean_PC1","mean_PC2","metrics","LC","abundanceMethod","extent","min.dist","site","T_beta"
"1",0.356605180798343,11.1939815388238,0.0471409523809524,0,"Youn01",35.8099303642931,-78.6492916552517,-0.947578785917086,0.388606563196873,"Brich","Urban","Abundance",28.1497129584374,2.16687015495692,15,0.319563080479609
"2",0.142499685470265,11.1939815388238,0.0471409523809524,0,"Youn01",35.8099303642931,-78.6492916552517,-0.947578785917086,0.388606563196873,"Brepl","Urban","Abundance",28.1497129584374,2.16687015495692,15,0.376578993800627
"3",0.499104866268609,11.1939815388238,0.0471409523809524,0,"Youn01",35.8099303642931,-78.6492916552517,-0.947578785917086,0.388606563196873,"Btotal","Urban","Abundance",28.1497129584374,2.16687015495692,15,0.696142074280236
"4",0.335331923078466,25.2040476973604,0.0674945054945055,0,"Wils01",42.5571264999256,-83.1935850759725,0.305279605322952,0.720882695144736,"Brich","Urban","Abundance",54.3783781392054,2.97089957356427,14,0.285370421870447
"5",0.265295008441156,25.2040476973604,0.0674945054945055,0,"Wils01",42.5571264999256,-83.1935850759725,0.305279605322952,0.720882695144736,"Brepl","Urban","Abundance",54.3783781392054,2.97089957356427,14,0.543645451647813
"6",0.600626931519623,25.2040476973604,0.0674945054945055,0,"Wils01",42.5571264999256,-83.1935850759725,0.305279605322952,0.720882695144736,"Btotal","Urban","Abundance",54.3783781392054,2.97089957356427,14,0.82901587351826
"7",0.345441121672309,18.0911419443367,0.0570569169960474,0,"Vaid01",42.2785437781871,-83.6400001288925,0.280794913519753,0.734511640103845,"Brich","Urban","Abundance",68.6929852586684,0.140787454506657,23,0.299747730584035
"8",0.236829394959753,18.0911419443367,0.0570569169960474,0,"Vaid01",42.2785437781871,-83.6400001288925,0.280794913519753,0.734511640103845,"Brepl","Urban","Abundance",68.6929852586684,0.140787454506657,23,0.49529935785725
"9",0.582270516632062,18.0911419443367,0.0570569169960474,0,"Vaid01",42.2785437781871,-83.6400001288925,0.280794913519753,0.734511640103845,"Btotal","Urban","Abundance",68.6929852586684,0.140787454506657,23,0.795047088441285
"10",0.505694188269734,12.4134542931023,0.100235714285714,0,"Toni01",41.95472638875,-87.680953125,0.277312644253878,0.596354189177077,"Brich","Urban","Abundance",29.1874599078573,0.255404670525397,8,0.440796713561539
"11",0.232353144303674,12.4134542931023,0.100235714285714,0,"Toni01",41.95472638875,-87.680953125,0.277312644253878,0.596354189177077,"Brepl","Urban","Abundance",29.1874599078573,0.255404670525397,8,0.493747998996754
"12",0.738047332573409,12.4134542931023,0.100235714285714,0,"Toni01",41.95472638875,-87.680953125,0.277312644253878,0.596354189177077,"Btotal","Urban","Abundance",29.1874599078573,0.255404670525397,8,0.934544712558293
"13",0.424788602387655,5.73523654710718,0.000177777777777783,0,"Stew02",13.759298592041,100.540181611742,-2.52448268696284,-2.5332500720131,"Brich","Urban","Visitors (All)",10.6476590243012,1.44681940037773,9,0.418653273548669
"14",0.0815416810357126,5.73523654710718,0.000177777777777783,0,"Stew02",13.759298592041,100.540181611742,-2.52448268696284,-2.5332500720131,"Brepl","Urban","Visitors (All)",10.6476590243012,1.44681940037773,9,0.155272153832007
"15",0.506330283423367,5.73523654710718,0.000177777777777783,0,"Stew02",13.759298592041,100.540181611742,-2.52448268696284,-2.5332500720131,"Btotal","Urban","Visitors (All)",10.6476590243012,1.44681940037773,9,0.573925427380676
"16",0.546211667257274,6.53990100966829,0.000227346938775507,0.00159916911495691,"Stew01",13.7481935239068,100.530243170801,-2.52115129669616,-2.53725437297852,"Brich","Urban","Visitors (All)",22.7191555481067,0.222817151036901,50,0.533382072780818
"17",0.0699054290568175,6.53990100966829,0.000227346938775507,0.00159916911495691,"Stew01",13.7481935239068,100.530243170801,-2.52115129669616,-2.53725437297852,"Brepl","Urban","Visitors (All)",22.7191555481067,0.222817151036901,50,0.138346472025663
"18",0.616117096314091,6.53990100966829,0.000227346938775507,0.00159916911495691,"Stew01",13.7481935239068,100.530243170801,-2.52115129669616,-2.53725437297852,"Btotal","Urban","Visitors (All)",22.7191555481067,0.222817151036901,50,0.671728544806481
"19",0.530106187716177,11.8913239695914,0.00443333333333333,0,"Rade01",-43.6684898166667,172.466932933333,-1.08997798607664,-0.536521212077152,"Brich","Urban","Abundance",22.6410343423671,1.35283681457787,6,0.528089012399283
"20",0.173477870173382,11.8913239695914,0.00443333333333333,0,"Rade01",-43.6684898166667,172.466932933333,-1.08997798607664,-0.536521212077152,"Brepl","Urban","Abundance",22.6410343423671,1.35283681457787,6,0.182176266465807
"21",0.703584057889558,11.8913239695914,0.00443333333333333,0,"Rade01",-43.6684898166667,172.466932933333,-1.08997798607664,-0.536521212077152,"Btotal","Urban","Abundance",22.6410343423671,1.35283681457787,6,0.71026527886509
"22",0.42703447985632,40.1143419041684,0.0230261437908497,0,"Phil02",36.9858785,-121.877013388889,-0.159904591319622,-2.45635912010475,"Brich","Urban","Visitors (All)",92.5749015945308,1.72335239161767,18,0.400145994019139
"23",0.267068065940279,40.1143419041684,0.0230261437908497,0,"Phil02",36.9858785,-121.877013388889,-0.159904591319622,-2.45635912010475,"Brepl","Urban","Visitors (All)",92.5749015945308,1.72335239161767,18,0.403360677075508
"24",0.694102545796599,40.1143419041684,0.0230261437908497,0,"Phil02",36.9858785,-121.877013388889,-0.159904591319622,-2.45635912010475,"Btotal","Urban","Visitors (All)",92.5749015945308,1.72335239161767,18,0.803506671094646
"25",0.41455728420605,39.0360964768829,0.0415684210526316,0,"Phil01",36.9849527368421,-121.885678052632,-0.165913726745579,-2.45746418759173,"Brich","Urban","Visitors (All)",92.5749015945308,1.72335239161767,19,0.383772619811754
"26",0.217017749533068,39.0360964768829,0.0415684210526316,0,"Phil01",36.9849527368421,-121.885678052632,-0.165913726745579,-2.45746418759173,"Brepl","Urban","Visitors (All)",92.5749015945308,1.72335239161767,19,0.390300277706651
"27",0.631575033739118,39.0360964768829,0.0415684210526316,0,"Phil01",36.9849527368421,-121.885678052632,-0.165913726745579,-2.45746418759173,"Btotal","Urban","Visitors (All)",92.5749015945308,1.72335239161767,19,0.774072897518405
"28",0.435118053863457,3.11416004737791,0.0636344827586207,0,"Norf01",28.5705556551724,33.9262734482759,1.55897655659742,-3.44400040783411,"Brich","Urban","Visitors (All)",6.71177956918347,0.0157539557748214,29,0.39828431035615
"29",0.323969372626969,3.11416004737791,0.0636344827586207,0,"Norf01",28.5705556551724,33.9262734482759,1.55897655659742,-3.44400040783411,"Brepl","Urban","Visitors (All)",6.71177956918347,0.0157539557748214,29,0.495425400304409
"30",0.759087426490427,3.11416004737791,0.0636344827586207,0,"Norf01",28.5705556551724,33.9262734482759,1.55897655659742,-3.44400040783411,"Btotal","Urban","Visitors (All)",6.71177956918347,0.0157539557748214,29,0.893709710660558
"31",0.326690333119534,4.17507807053819,0.0670098039215686,0,"Matt01",40.8222602222222,-73.9142352777778,-0.502785835307256,0.894617082642039,"Brich","Urban","Abundance",9.32423937070312,0.0425649907680215,18,0.296378808827008
"32",0.248690013788496,4.17507807053819,0.0670098039215686,0,"Matt01",40.8222602222222,-73.9142352777778,-0.502785835307256,0.894617082642039,"Brepl","Urban","Abundance",9.32423937070312,0.0425649907680215,18,0.443926468075462
"33",0.57538034690803,4.17507807053819,0.0670098039215686,0,"Matt01",40.8222602222222,-73.9142352777778,-0.502785835307256,0.894617082642039,"Btotal","Urban","Abundance",9.32423937070312,0.0425649907680215,18,0.74030527690247
"34",0.403597941937783,2.54284534199907,0.0648745098039216,0,"Lerman01",42.1013328333333,-72.5237673333333,-0.368505462804562,1.16576392120941,"Brich","Urban","Abundance",6.76478807208419,0.0495572658605815,18,0.369327250665062
"35",0.15868549818626,2.54284534199907,0.0648745098039216,0,"Lerman01",42.1013328333333,-72.5237673333333,-0.368505462804562,1.16576392120941,"Brepl","Urban","Abundance",6.76478807208419,0.0495572658605815,18,0.355702567216106
"36",0.562283440124044,2.54284534199907,0.0648745098039216,0,"Lerman01",42.1013328333333,-72.5237673333333,-0.368505462804562,1.16576392120941,"Btotal","Urban","Abundance",6.76478807208419,0.0495572658605815,18,0.725029817881169
"37",0.262892231111363,6.3088673459973,0.07528,0,"Latt01",-33.8734080909091,151.196968363636,-1.84206233131268,-0.465174547884208,"Brich","Urban","Visitors (All)",16.0277575982955,0.618231417027535,11,0.256645873376146
"38",0.412969752634402,6.3088673459973,0.07528,0,"Latt01",-33.8734080909091,151.196968363636,-1.84206233131268,-0.465174547884208,"Brepl","Urban","Visitors (All)",16.0277575982955,0.618231417027535,11,0.454369458614983
"39",0.675861983745765,6.3088673459973,0.07528,0,"Latt01",-33.8734080909091,151.196968363636,-1.84206233131268,-0.465174547884208,"Btotal","Urban","Visitors (All)",16.0277575982955,0.618231417027535,11,0.711015331991129
"40",0.155937765507001,14.6601011667355,0.0037809523809524,0,"Pren02",-32.015442,115.864216714286,-0.675041003777462,-2.1934128571348,"Brich","Urban","Abundance",26.43803137413,4.73547313131084,7,0.131878821618708
"41",0.474521979376938,14.6601011667355,0.0037809523809524,0,"Pren02",-32.015442,115.864216714286,-0.675041003777462,-2.1934128571348,"Brepl","Urban","Abundance",26.43803137413,4.73547313131084,7,0.722424439423211
"42",0.630459744883939,14.6601011667355,0.0037809523809524,0,"Pren02",-32.015442,115.864216714286,-0.675041003777462,-2.1934128571348,"Btotal","Urban","Abundance",26.43803137413,4.73547313131084,7,0.854303261041919
"43",0.341797942860585,3.56071393585242,0.083779756097561,0,"Henn01",47.3843226174037,8.53933850782259,-0.544802969132768,0.459123389093558,"Brich","Urban","Visitors (All)",10.8163158380555,0.0400231617347591,41,0.310168218040162
"44",0.365803723878635,3.56071393585242,0.083779756097561,0,"Henn01",47.3843226174037,8.53933850782259,-0.544802969132768,0.459123389093558,"Brepl","Urban","Visitors (All)",10.8163158380555,0.0400231617347591,41,0.535276849469997
"45",0.70760166673922,3.56071393585242,0.083779756097561,0,"Henn01",47.3843226174037,8.53933850782259,-0.544802969132768,0.459123389093558,"Btotal","Urban","Visitors (All)",10.8163158380555,0.0400231617347591,41,0.845445067510159
"46",0.478765445958668,13.1088937423628,0.0357052631578947,0,"FOUR01",45.5376350006861,-73.6521694992403,0.458811060982341,1.38357729338932,"Brich","Urban","Abundance",40.8175793037037,0.847814103542847,20,0.437147906573974
"47",0.135302489738901,13.1088937423628,0.0357052631578947,0,"FOUR01",45.5376350006861,-73.6521694992403,0.458811060982341,1.38357729338932,"Brepl","Urban","Abundance",40.8175793037037,0.847814103542847,20,0.339046545379449
"48",0.614067935697569,13.1088937423628,0.0357052631578947,0,"FOUR01",45.5376350006861,-73.6521694992403,0.458811060982341,1.38357729338932,"Btotal","Urban","Abundance",40.8175793037037,0.847814103542847,20,0.776194451953423
"49",0.545296332368432,16.0625447094796,0.10096,0,"Bird01",39.6934815848572,-105.05698459341,0.912829340391097,-0.517461093898184,"Brich","Urban","Abundance",27.2881431720698,7.66779070712245,5,0.49252918583851
"50",0.121169734158865,16.0625447094796,0.10096,0,"Bird01",39.6934815848572,-105.05698459341,0.912829340391097,-0.517461093898184,"Brepl","Urban","Abundance",27.2881431720698,7.66779070712245,5,0.361146963446991
"51",0.666466066527297,16.0625447094796,0.10096,0,"Bird01",39.6934815848572,-105.05698459341,0.912829340391097,-0.517461093898184,"Btotal","Urban","Abundance",27.2881431720698,7.66779070712245,5,0.853676149285502
"52",0.378074868484178,13.7781519118871,0.0552247619047619,0,"Thre01",-38.069984873917,145.151310703971,-1.38774768236336,-0.503794351690075,"Brich","Urban","Abundance",24.9307482338613,0.0825895298951989,15,0.346897299748756
